orgId	expName	expDesc	timeZeroSet	num	nMapped	nPastEnd	nGenic	nUsed	gMed	gMedt0	gMean	cor12	mad12	mad12c	mad12c_t0	opcor	adjcor	gccor	maxFit	expGroup	expDescLong	mutantLibrary	person	dateStarted	setName	seqindex	media	temperature	pH	vessel	aerobic	liquid	shaking	condition_1	units_1	concentration_1	condition_2	units_2	concentration_2	condition_3	units_3	concentration_3	condition_4	units_4	concentration_4	growthPlate	growthWells	ModelSEED Component	BiGG Component
Keio	set1IT067	D-Galacturonic Acid (C) MOPS	6/19/2014 Keio_ML9_set1	67	1555286	0	1060541	1059439	182	590	279.6091317	0.180888972	0.15336298	0.646943381	0.648717735	0.116348625	-0.022510258	-0.009133702	2.147830733	carbon source	D-Galacturonic Acid monohydrate carbon source MOPS	Keio_ML9	Kelly	6/19/14	Keio_ML9_set1	IT067	MOPS Rich Defined media_noCarbon	37		tube	Aerobic	Liquid	200 rpm	D-Galacturonic Acid monohydrate	mM	20													
Keio	set1IT068	D-Galacturonic Acid (C) MOPS	6/19/2014 Keio_ML9_set1	68	1430170	0	974038	973102	167	590	256.8229084	0.173314225	0.162353744	0.652076697	0.648717735	0.119817136	0.05045933	-0.006267891	1.345138904	carbon source	D-Galacturonic Acid monohydrate carbon source MOPS	Keio_ML9	Kelly	6/19/14	Keio_ML9_set1	IT068	MOPS Rich Defined media_noCarbon	37		tube	Aerobic	Liquid	200 rpm	D-Galacturonic Acid monohydrate	mM	20													
Keio	set1IT069	D-Glucose (C) MOPS	6/19/2014 Keio_ML9_set1	69	1461688	0	997643	996712	155	590	263.054104	0.122656377	0.162370326	0.663391467	0.648717735	0.047308047	-0.000521227	0.010065802	1.788549231	carbon source	D-Glucose carbon source MOPS	Keio_ML9	Kelly	6/19/14	Keio_ML9_set1	IT069	MOPS Rich Defined media_noCarbon	37		tube	Aerobic	Liquid	200 rpm	D-Glucose	mM	22													
Keio	set1IT070	D-Glucose (C) MOPS	6/19/2014 Keio_ML9_set1	70	1534551	0	1047175	1046115	165	590	276.0926366	0.145042902	0.166017271	0.656672124	0.648717735	0.100502492	0.043317226	0.031449816	1.99973902	carbon source	D-Glucose carbon source MOPS	Keio_ML9	Kelly	6/19/14	Keio_ML9_set1	IT070	MOPS Rich Defined media_noCarbon	37		tube	Aerobic	Liquid	200 rpm	D-Glucose	mM	22													
Keio	set1IT071	L-Arginine (N)	6/19/2014 Keio_ML9_set1	71	1491551	0	1037262	1035169	95	590	273.2037477	0.236418196	0.238129385	0.736965594	0.648717735	0.148975837	-0.016523588	-0.019907366	9.799105554	nitrogen source	L-Arginine nitrogen source	Keio_ML9	Kelly	6/19/14	Keio_ML9_set1	IT071	M9 minimal media_noNitrogen	37		tube	Aerobic	Liquid	200 rpm	L-Arginine	mM	10												cpd00051	arg__L
Keio	set1IT072	L-Arginine (N)	6/19/2014 Keio_ML9_set1	72	1538792	0	1067328	1065070	103	590	281.0952758	0.226591122	0.244945394	0.715738779	0.648717735	0.156609478	0.052156253	-0.017030887	9.63619899	nitrogen source	L-Arginine nitrogen source	Keio_ML9	Kelly	6/19/14	Keio_ML9_set1	IT072	M9 minimal media_noNitrogen	37		tube	Aerobic	Liquid	200 rpm	L-Arginine	mM	10												cpd00051	arg__L
Keio	set1IT073	L-Aspartic Acid (N)	6/19/2014 Keio_ML9_set1	73	1413626	0	961142	960141	161	590	253.4022169	0.29462796	0.166055817	0.672425342	0.648717735	0.194529869	0.021656759	-0.064588199	2.053523719	nitrogen source	L-Aspartic Acid nitrogen source	Keio_ML9	Kelly	6/19/14	Keio_ML9_set1	IT073	M9 minimal media_noNitrogen	37		tube	Aerobic	Liquid	200 rpm	L-Aspartic Acid	mM	6												cpd00041	asp__L
Keio	set1IT074	L-Aspartic Acid (N)	6/19/2014 Keio_ML9_set1	74	1272809	0	866258	865409	144	590	228.4003695	0.275263231	0.185657304	0.681470482	0.648717735	0.222035985	0.08480541	-0.053200507	2.028325731	nitrogen source	L-Aspartic Acid nitrogen source	Keio_ML9	Kelly	6/19/14	Keio_ML9_set1	IT074	M9 minimal media_noNitrogen	37		tube	Aerobic	Liquid	200 rpm	L-Aspartic Acid	mM	6												cpd00041	asp__L
Keio	set1IT075	L-Serine (N)	6/19/2014 Keio_ML9_set1	75	1394444	0	948976	948000	159	590	250.1979414	0.305713251	0.173441529	0.662274398	0.648717735	0.194805781	0.052213063	-0.062068613	4.384557588	nitrogen source	L-Serine nitrogen source	Keio_ML9	Kelly	6/19/14	Keio_ML9_set1	IT075	M9 minimal media_noNitrogen	37		tube	Aerobic	Liquid	200 rpm	L-Serine	mM	20												cpd00054	ser__L
Keio	set1IT076	L-Serine (N)	6/19/2014 Keio_ML9_set1	76	1580564	0	1075670	1074595	182	590	283.6091317	0.302670718	0.169103413	0.657153524	0.648717735	0.248065949	0.013583364	-0.052940487	4.318092563	nitrogen source	L-Serine nitrogen source	Keio_ML9	Kelly	6/19/14	Keio_ML9_set1	IT076	M9 minimal media_noNitrogen	37		tube	Aerobic	Liquid	200 rpm	L-Serine	mM	20												cpd00054	ser__L
Keio	set1IT077	L-Asparagine (N)	6/19/2014 Keio_ML9_set1	77	1464583	0	994949	993965	165	590	262.3291106	0.318967391	0.161526423	0.667056	0.648717735	0.20011775	0.064852147	-0.084928647	1.467292085	nitrogen source	L-Asparagine nitrogen source	Keio_ML9	Kelly	6/19/14	Keio_ML9_set1	IT077	M9 minimal media_noNitrogen	37		tube	Aerobic	Liquid	200 rpm	L-Asparagine	mM	20												cpd00132	asn__L
Keio	set1IT078	L-Asparagine (N)	6/19/2014 Keio_ML9_set1	78	1573304	0	1069807	1068733	177	590	282.0620216	0.313534335	0.164126245	0.647408616	0.648717735	0.234473628	0.056040858	-0.081986868	1.568155541	nitrogen source	L-Asparagine nitrogen source	Keio_ML9	Kelly	6/19/14	Keio_ML9_set1	IT078	M9 minimal media_noNitrogen	37		tube	Aerobic	Liquid	200 rpm	L-Asparagine	mM	20												cpd00132	asn__L
Keio	set1IT079	L-Glutamine (N)	6/19/2014 Keio_ML9_set1	79	1735403	0	1179495	1178373	197	590	310.9984165	0.310139668	0.150909131	0.658219041	0.648717735	0.228645445	0.01348069	-0.072248369	0.969965946	nitrogen source	L-Glutamine nitrogen source	Keio_ML9	Kelly	6/19/14	Keio_ML9_set1	IT079	M9 minimal media_noNitrogen	37		tube	Aerobic	Liquid	200 rpm	L-Glutamine	mM	20												cpd00053	gln__L
Keio	set1IT080	L-Glutamine (N)	6/19/2014 Keio_ML9_set1	80	1650124	0	1121794	1120699	187	590	295.776986	0.275823439	0.153698775	0.651313769	0.648717735	0.205174138	0.044853178	-0.077254715	1.08244073	nitrogen source	L-Glutamine nitrogen source	Keio_ML9	Kelly	6/19/14	Keio_ML9_set1	IT080	M9 minimal media_noNitrogen	37		tube	Aerobic	Liquid	200 rpm	L-Glutamine	mM	20												cpd00053	gln__L
Keio	set1IT081	Glycine (N)	6/19/2014 Keio_ML9_set1	81	1389586	0	943705	942781	159	590	248.8205331	0.349464489	0.174057113	0.654319087	0.648717735	0.197643335	0.004974626	-0.072880895	2.466837592	nitrogen source	Glycine nitrogen source	Keio_ML9	Kelly	6/19/14	Keio_ML9_set1	IT081	M9 minimal media_noNitrogen	37		tube	Aerobic	Liquid	200 rpm	Glycine	mM	20												cpd00033	gly
Keio	set1IT082	Glycine (N)	6/19/2014 Keio_ML9_set1	82	1500268	0	1018866	1017765	171	590	268.6104513	0.326427071	0.18035639	0.658145956	0.648717735	0.247198069	0.071767683	-0.07140854	2.209170781	nitrogen source	Glycine nitrogen source	Keio_ML9	Kelly	6/19/14	Keio_ML9_set1	IT082	M9 minimal media_noNitrogen	37		tube	Aerobic	Liquid	200 rpm	Glycine	mM	20												cpd00033	gly
Keio	set1IT083	L-Alanine (N)	6/19/2014 Keio_ML9_set1	83	1519989	0	1034469	1033466	174	590	272.7542887	0.348418704	0.155752779	0.670102695	0.648717735	0.233631395	0.031874464	-0.070660449	1.720616997	nitrogen source	L-Alanine nitrogen source	Keio_ML9	Kelly	6/19/14	Keio_ML9_set1	IT083	M9 minimal media_noNitrogen	37		tube	Aerobic	Liquid	200 rpm	L-Alanine	mM	20												cpd00035	ala__L
Keio	set1IT084	L-Alanine (N)	6/19/2014 Keio_ML9_set1	84	1648310	0	1121235	1120104	186	590	295.6199525	0.324169097	0.163547864	0.668005973	0.648717735	0.193981394	0.004632267	-0.057081071	1.554030574	nitrogen source	L-Alanine nitrogen source	Keio_ML9	Kelly	6/19/14	Keio_ML9_set1	IT084	M9 minimal media_noNitrogen	37		tube	Aerobic	Liquid	200 rpm	L-Alanine	mM	20												cpd00035	ala__L
Keio	set1IT085	D-Serine (N)	6/19/2014 Keio_ML9_set1	85	1488910	0	1014016	1012905	169	590	267.327791	0.33651211	0.166404938	0.665356905	0.648717735	0.266139161	0.000351651	-0.072348817	2.523945918	nitrogen source	D-Serine nitrogen source	Keio_ML9	Kelly	6/19/14	Keio_ML9_set1	IT085	M9 minimal media_noNitrogen	37		tube	Aerobic	Liquid	200 rpm	D-Serine	mM	20												cpd00550	ser__D
Keio	set1IT086	D-Serine (N)	6/19/2014 Keio_ML9_set1	86	1535298	0	1045412	1044259	175	590	275.6027976	0.339989493	0.168478183	0.661371309	0.648717735	0.206955788	0.019080826	-0.077833432	2.599844449	nitrogen source	D-Serine nitrogen source	Keio_ML9	Kelly	6/19/14	Keio_ML9_set1	IT086	M9 minimal media_noNitrogen	37		tube	Aerobic	Liquid	200 rpm	D-Serine	mM	20												cpd00550	ser__D
Keio	set1IT087	D-Alanine (N)	6/19/2014 Keio_ML9_set1	87	1521199	0	1034089	1033100	174	590	272.6576933	0.326425618	0.155465746	0.652489013	0.648717735	0.236553296	0.026318185	-0.073799178	1.463157356	nitrogen source	D-Alanine nitrogen source	Keio_ML9	Kelly	6/19/14	Keio_ML9_set1	IT087	M9 minimal media_noNitrogen	37		tube	Aerobic	Liquid	200 rpm	D-Alanine	mM	20												cpd00117	ala__D
Keio	set1IT088	D-Alanine (N)	6/19/2014 Keio_ML9_set1	88	1385932	0	941948	941099	156	590	248.3766165	0.347268006	0.161457721	0.665790017	0.648717735	0.271208706	0.089767409	-0.090461007	1.444722202	nitrogen source	D-Alanine nitrogen source	Keio_ML9	Kelly	6/19/14	Keio_ML9_set1	IT088	M9 minimal media_noNitrogen	37		tube	Aerobic	Liquid	200 rpm	D-Alanine	mM	20												cpd00117	ala__D
Keio	set1IT089	Gly-DL-Asp (N)	6/19/2014 Keio_ML9_set1	89	1284669	0	872559	871731	143	590	230.0688836	0.367444532	0.165653653	0.65372972	0.648717735	0.232416987	-0.016695107	-0.077081241	2.174134242	nitrogen source	Gly-DL-Asp nitrogen source	Keio_ML9	Kelly	6/19/14	Keio_ML9_set1	IT089	M9 minimal media_noNitrogen	37		tube	Aerobic	Liquid	200 rpm	Gly-DL-Asp	mM	20													
Keio	set1IT090	Gly-DL-Asp (N)	6/19/2014 Keio_ML9_set1	90	1405909	0	955527	954613	158	590	251.9432568	0.375692228	0.164994937	0.6621392	0.648717735	0.204027633	0.0143333	-0.072950901	2.227131551	nitrogen source	Gly-DL-Asp nitrogen source	Keio_ML9	Kelly	6/19/14	Keio_ML9_set1	IT090	M9 minimal media_noNitrogen	37		tube	Aerobic	Liquid	200 rpm	Gly-DL-Asp	mM	20													
Keio	set1IT091	Gly-Glu (N)	6/19/2014 Keio_ML9_set1	91	1733251	0	1177208	1175873	194	590	310.3386118	0.339701571	0.172334982	0.695017219	0.648717735	0.195243357	0.056623427	-0.047666711	5.478452799	nitrogen source	Gly-Glu nitrogen source	Keio_ML9	Kelly	6/19/14	Keio_ML9_set1	IT091	M9 minimal media_noNitrogen	37		tube	Aerobic	Liquid	200 rpm	Gly-Glu	mM	20													
Keio	set1IT092	Gly-Glu (N)	6/19/2014 Keio_ML9_set1	92	1514995	0	1030224	1029091	169	590	271.5996305	0.307595915	0.191207548	0.678071905	0.648717735	0.200289596	0.034461836	-0.059115528	5.388282579	nitrogen source	Gly-Glu nitrogen source	Keio_ML9	Kelly	6/19/14	Keio_ML9_set1	IT092	M9 minimal media_noNitrogen	37		tube	Aerobic	Liquid	200 rpm	Gly-Glu	mM	20													
Keio	set1IT093	casaminos (N)	6/19/2014 Keio_ML9_set1	93	1376079	0	936920	936032	157	590	247.0393244	0.248782273	0.151239254	0.660513534	0.648717735	0.158172325	-0.006993275	-0.027250481	2.732520035	nitrogen source	casamino acids nitrogen source	Keio_ML9	Kelly	6/19/14	Keio_ML9_set1	IT093	M9 minimal media_noNitrogen	37		tube	Aerobic	Liquid	200 rpm	casamino acids	mg/ml	2													
Keio	set1IT094	casaminos (N)	6/19/2014 Keio_ML9_set1	94	1610995	0	1097671	1096624	186	590	289.4230668	0.22593859	0.150338907	0.655724665	0.648717735	0.203060815	0.011167752	-0.040255709	2.978223872	nitrogen source	casamino acids nitrogen source	Keio_ML9	Kelly	6/19/14	Keio_ML9_set1	IT094	M9 minimal media_noNitrogen	37		tube	Aerobic	Liquid	200 rpm	casamino acids	mg/ml	2													
Keio	set1IT095	Putrescine (N)	6/19/2014 Keio_ML9_set1	95	1744035	0	1181906	1180622	190	590	311.5919768	0.474282236	0.181598373	0.688719729	0.648717735	0.330791229	0.048331033	-0.089358787	4.55355862	nitrogen source	Putrescine Dihydrochloride nitrogen source	Keio_ML9	Kelly	6/19/14	Keio_ML9_set1	IT095	M9 minimal media_noNitrogen	37		tube	Aerobic	Liquid	200 rpm	Putrescine Dihydrochloride	mM	20												cpd00118	ptrc
Keio	set1IT096	Putrescine (N)	6/19/2014 Keio_ML9_set1	96	1762088	0	1196637	1195476	195	590	315.5122724	0.449853273	0.159124036	0.670030593	0.648717735	0.289621217	0.065677707	-0.094996092	2.594453921	nitrogen source	Putrescine Dihydrochloride nitrogen source	Keio_ML9	Kelly	6/19/14	Keio_ML9_set1	IT096	M9 minimal media_noNitrogen	37		tube	Aerobic	Liquid	200 rpm	Putrescine Dihydrochloride	mM	20												cpd00118	ptrc
Keio	set2IT005	Adenosine (N)	6/19/2014 Keio_ML9_set2	101	1187118	0	806933	806138	134	220	212.7574558	0.264805644	0.195088807	0.65862113	0.648341978	0.216926646	-0.002692663	-0.06614415	1.921358738	nitrogen source	Adenosine nitrogen source	Keio_ML9	Kelly	6/19/14	Keio_ML9_set2	IT005	M9 minimal media_noNitrogen	37		tube	Aerobic	Liquid	200 rpm	Adenosine	mM	2												cpd00182	adn
Keio	set2IT006	Adenosine (N)	6/19/2014 Keio_ML9_set2	102	1139048	0	775972	775175	130	220	204.5856426	0.285833347	0.190502764	0.665956092	0.648341978	0.175091227	0.049457555	-0.076260308	1.887377552	nitrogen source	Adenosine nitrogen source	Keio_ML9	Kelly	6/19/14	Keio_ML9_set2	IT006	M9 minimal media_noNitrogen	37		tube	Aerobic	Liquid	200 rpm	Adenosine	mM	2												cpd00182	adn
Keio	set2IT007	Cytidine (N)	6/19/2014 Keio_ML9_set2	103	1107307	0	752886	752177	126	220	198.5159673	0.265927097	0.205909286	0.684701056	0.648341978	0.226772731	0.063216851	-0.075698474	1.461049198	nitrogen source	Cytidine nitrogen source	Keio_ML9	Kelly	6/19/14	Keio_ML9_set2	IT007	M9 minimal media_noNitrogen	37		tube	Aerobic	Liquid	200 rpm	Cytidine	mM	20												cpd00367	cytd
Keio	set2IT008	Cytidine (N)	6/19/2014 Keio_ML9_set2	104	1215636	0	826737	825893	138	220	217.9712325	0.306691409	0.183821051	0.678071905	0.648341978	0.236045523	0.051799191	-0.072343525	1.306391066	nitrogen source	Cytidine nitrogen source	Keio_ML9	Kelly	6/19/14	Keio_ML9_set2	IT008	M9 minimal media_noNitrogen	37		tube	Aerobic	Liquid	200 rpm	Cytidine	mM	20												cpd00367	cytd
Keio	set2IT009	Ammonium chloride (N)	6/19/2014 Keio_ML9_set2	105	1015538	0	690099	689475	116	220	181.9675376	0.245022056	0.207513124	0.655698714	0.648341978	0.171887735	0.035908317	-0.083014926	1.982404315	nitrogen source	Ammonium chloride nitrogen source	Keio_ML9	Kelly	6/19/14	Keio_ML9_set2	IT009	M9 minimal media_noNitrogen	37		tube	Aerobic	Liquid	200 rpm	Ammonium chloride	mM	20												cpd00013	nh3;Ênh4
Keio	set2IT010	Ammonium chloride (N)	6/19/2014 Keio_ML9_set2	106	921592	0	626515	625917	105	220	165.1931908	0.269508687	0.201733796	0.652076697	0.648341978	0.183660976	0.04863349	-0.072937411	1.494389803	nitrogen source	Ammonium chloride nitrogen source	Keio_ML9	Kelly	6/19/14	Keio_ML9_set2	IT010	M9 minimal media_noNitrogen	37		tube	Aerobic	Liquid	200 rpm	Ammonium chloride	mM	20												cpd00013	nh3;Ênh4
Keio	set2IT013	nitrite 10 mM	6/24/2014 Keio_ML9_set2	109	1042315	0	712017	711322	121	89	187.7334389	0.106180025	0.223497589	0.661198087	0.624873036	0.118385087	-0.006597029	0.070436829	2.32962366	stress	LB with Sodium nitrite 10 mM	Keio_ML9	Kelly	6/24/14	Keio_ML9_set2	IT013	LB	28		48 well microplate; Tecan Infinite F200	Aerobic	Liquid	orbital	Sodium nitrite	mM	10										964	"A1,A2"		
Keio	set2IT014	nitrite 20 mM	6/24/2014 Keio_ML9_set2	110	979705	0	668485	667796	112	89	176.2459752	0.140347326	0.228110129	0.644838314	0.624873036	0.083056244	0.051399922	0.061534751	1.955830998	stress	LB with Sodium nitrite 20 mM	Keio_ML9	Kelly	6/24/14	Keio_ML9_set2	IT014	LB	28		48 well microplate; Tecan Infinite F200	Aerobic	Liquid	orbital	Sodium nitrite	mM	20										964	"A3,A4"		
Keio	set2IT018	Chlorite 0.4 mM	6/24/2014 Keio_ML9_set2	114	1035797	0	705855	705028	120	89	186.0723146	0.138422864	0.236552003	0.650168486	0.624873036	0.066798271	0.059884787	0.021859849	2.772239696	stress	LB with Sodium Chlorite 0.4 mM	Keio_ML9	Kelly	6/24/14	Keio_ML9_set2	IT018	LB	28		48 well microplate; Tecan Infinite F200	Aerobic	Liquid	orbital	Sodium Chlorite	mM	0.4										964	"D1,D2"		
Keio	set2IT019	Chlorite 1.25 mM	6/24/2014 Keio_ML9_set2	115	994954	0	726101	724537	83	89	191.2211665	0.25493706	0.318341873	0.714037362	0.624873036	0.142871789	-0.02744471	0.016637545	9.248683397	stress	LB with Sodium Chlorite 1.25 mM	Keio_ML9	Kelly	6/24/14	Keio_ML9_set2	IT019	LB	28		48 well microplate; Tecan Infinite F200	Aerobic	Liquid	orbital	Sodium Chlorite	mM	1.25										964	"D3,D4"		
Keio	set2IT023	Chloride 750 mM	6/24/2014 Keio_ML9_set2	119	918698	0	626346	625683	105	89	165.1314331	0.219245902	0.236787036	0.660087593	0.624873036	0.159206429	0.050026074	0.058128556	2.395838485	stress	LB with Sodium Chloride 750 mM	Keio_ML9	Kelly	6/24/14	Keio_ML9_set2	IT023	LB	28		48 well microplate; Tecan Infinite F200	Aerobic	Liquid	orbital	Sodium Chloride	mM	750										964	"F3,F4"		
Keio	set2IT026	Cephalothin 0.01 mg/ml	6/24/2014 Keio_ML9_set2	122	1015134	0	702983	700983	88	89	185.0047506	0.428298305	0.328112598	0.736965594	0.624873036	0.26510999	0.021705137	-0.111583323	6.830097509	stress	LB with Cephalothin sodium salt 0.01 mg/ml	Keio_ML9	Kelly	6/24/14	Keio_ML9_set2	IT026	LB	28		48 well microplate; Tecan Infinite F200	Aerobic	Liquid	orbital	Cephalothin sodium salt	mg/ml	0.01										965	"A7,A8"		
Keio	set2IT029	A22 0.04 mg/ml	6/24/2014 Keio_ML9_set2	125	1014903	0	690447	689549	118	89	181.9870678	0.11871025	0.227955436	0.64385619	0.624873036	0.066555529	0.023871654	-0.02507621	2.275923874	stress	LB with MreB Perturbing Compound A22 0.04 mg/ml	Keio_ML9	Kelly	6/24/14	Keio_ML9_set2	IT029	LB	28		48 well microplate; Tecan Infinite F200	Aerobic	Liquid	orbital	MreB Perturbing Compound A22	mg/ml	0.04										965	"B5,B6"		
Keio	set2IT030	A22 0.08 mg/ml	6/24/2014 Keio_ML9_set2	126	994077	0	676827	676047	115	89	178.4235946	0.114649519	0.232449373	0.658428553	0.624873036	0.054649164	0.043169546	0.012911547	2.473231865	stress	LB with MreB Perturbing Compound A22 0.08 mg/ml	Keio_ML9	Kelly	6/24/14	Keio_ML9_set2	IT030	LB	28		48 well microplate; Tecan Infinite F200	Aerobic	Liquid	orbital	MreB Perturbing Compound A22	mg/ml	0.08										965	"B7,B8"		
Keio	set2IT033	Doxycycline hyclate 0.001 mg/ml	6/24/2014 Keio_ML9_set2	129	894374	0	674248	673573	72	89	177.7706519	0.202215564	0.257673439	0.67173841	0.624873036	0.065158065	0.049722769	0.046104538	9.903371742	stress	LB with Doxycycline hyclate 0.001 mg/ml	Keio_ML9	Kelly	6/24/14	Keio_ML9_set2	IT033	LB	28		48 well microplate; Tecan Infinite F200	Aerobic	Liquid	orbital	Doxycycline hyclate	mg/ml	0.001										965	"E5,E6"		
Keio	set2IT037	Nickel (II) chloride 1 mM	6/30/2014 Keio_ML9_set2	133	947083	0	648265	647558	100	194	170.9047242	0.273301009	0.21309162	0.666568151	0.643203091	0.15475712	0.051588567	0.032355265	4.595449935	stress	LB with Nickel (II) chloride hexahydrate 1 mM	Keio_ML9	Kelly	6/30/14	Keio_ML9_set2	IT037	LB	28		48 well microplate; Tecan Infinite F200	Aerobic	Liquid	orbital	Nickel (II) chloride hexahydrate	mM	1										960	"A3,A4"		
Keio	set2IT038	Cobalt chloride 0.32 mM	6/30/2014 Keio_ML9_set2	134	1051582	0	717101	716284	113	194	189.0430193	0.197316401	0.202255883	0.648890468	0.643203091	0.093230102	0.035700952	0.007343153	2.45527268	stress	LB with Cobalt chloride hexahydrate 0.32 mM	Keio_ML9	Kelly	6/30/14	Keio_ML9_set2	IT038	LB	28		48 well microplate; Tecan Infinite F200	Aerobic	Liquid	orbital	Cobalt chloride hexahydrate	mM	0.32										960	"B1,B2"		
Keio	set2IT039	copper (II) chloride 2 mM	6/30/2014 Keio_ML9_set2	135	1014859	0	692438	691747	118	194	182.5671681	0.173452206	0.207012223	0.658963082	0.643203091	0.128855406	0.020140353	0.048672893	1.323844388	stress	LB with copper (II) chloride dihydrate 2 mM	Keio_ML9	Kelly	6/30/14	Keio_ML9_set2	IT039	LB	28		48 well microplate; Tecan Infinite F200	Aerobic	Liquid	orbital	copper (II) chloride dihydrate	mM	2										960	"B7,B8"		
Keio	set2IT040	sodium fluoride 100 mM	6/30/2014 Keio_ML9_set2	136	1055855	0	720136	719260	116	194	189.8284508	0.240701132	0.194337673	0.672185572	0.643203091	0.135121487	0.01770408	0.077801172	2.292614939	stress	LB with sodium fluoride 100 mM	Keio_ML9	Kelly	6/30/14	Keio_ML9_set2	IT040	LB	28		48 well microplate; Tecan Infinite F200	Aerobic	Liquid	orbital	sodium fluoride	mM	100										960	"C5,C6"		
Keio	set2IT041	Thallium(I) acetate 0.0625 mg/ml	6/30/2014 Keio_ML9_set2	137	998243	0	681522	680682	114	194	179.6468725	0.183808121	0.202770662	0.675082381	0.643203091	0.153813704	0.009262828	0.060557966	2.603989371	stress	LB with Thallium(I) acetate 0.0625 mg/ml	Keio_ML9	Kelly	6/30/14	Keio_ML9_set2	IT041	LB	28		48 well microplate; Tecan Infinite F200	Aerobic	Liquid	orbital	Thallium(I) acetate	mg/ml	0.0625										960	"D7,D8"		
Keio	set2IT042	Cisplatin 0.025 mg/ml	6/30/2014 Keio_ML9_set2	138	1043558	0	712557	711769	119	194	187.851412	0.26241378	0.208952864	0.659904933	0.643203091	0.142844243	0.051547958	0.074660759	1.713647369	stress	LB with Cisplatin 0.025 mg/ml	Keio_ML9	Kelly	6/30/14	Keio_ML9_set2	IT042	LB	28		48 well microplate; Tecan Infinite F200	Aerobic	Liquid	orbital	Cisplatin	mg/ml	0.025										960	"E5,E6"		
Keio	set2IT043	Cisplatin 0.05 mg/ml	6/30/2014 Keio_ML9_set2	139	1004486	0	686051	685352	112	194	180.8793877	0.284194005	0.225676675	0.691463732	0.643203091	0.188979424	0.0751127	0.067205124	2.581926336	stress	LB with Cisplatin 0.05 mg/ml	Keio_ML9	Kelly	6/30/14	Keio_ML9_set2	IT043	LB	28		48 well microplate; Tecan Infinite F200	Aerobic	Liquid	orbital	Cisplatin	mg/ml	0.05										960	"E7,E8"		
Keio	set2IT044	Cisplatin 0.1 mg/ml	6/30/2014 Keio_ML9_set2	140	1023059	0	699800	698432	102	194	184.3314859	0.256507771	0.43498498	0.830074999	0.643203091	0.126559248	0.053009133	0.077794305	4.769336366	stress	LB with Cisplatin 0.1 mg/ml	Keio_ML9	Kelly	6/30/14	Keio_ML9_set2	IT044	LB	28		48 well microplate; Tecan Infinite F200	Aerobic	Liquid	orbital	Cisplatin	mg/ml	0.1										960	"F1,F2"		
Keio	set2IT045	LB	6/30/2014 Keio_ML9_set2	141	1036557	0	707202	706428	122	194	186.4418052	0.109018045	0.205029271	0.662965013	0.643203091	0.112524916	0.03459385	0.078271429	1.421806052	lb	LB	Keio_ML9	Kelly	6/30/14	Keio_ML9_set2	IT045	LB	28		48 well microplate; Tecan Infinite F200	Aerobic	Liquid	orbital													960	"F7,F8"		
Keio	set2IT046	Benzalkonium Chloride 0.004 mg/ml	6/30/2014 Keio_ML9_set2	142	1026136	0	703958	702728	98	194	185.4652943	0.408437339	0.437121335	0.83112402	0.643203091	0.275423165	0.004844722	0.134036061	6.350024617	stress	LB with Benzalkonium Chloride 0.004 mg/ml	Keio_ML9	Kelly	6/30/14	Keio_ML9_set2	IT046	LB	28		48 well microplate; Tecan Infinite F200	Aerobic	Liquid	orbital	Benzalkonium Chloride	mg/ml	0.004										961	"A7,A8"		
Keio	set2IT047	Aluminum chloride 5 mM	6/30/2014 Keio_ML9_set2	143	926698	0	640734	639406	98	194	168.753233	0.275748729	0.341683723	0.742095891	0.643203091	0.167780751	0.01500358	0.024592647	5.58578345	stress	LB with Aluminum chloride hydrate 5 mM	Keio_ML9	Kelly	6/30/14	Keio_ML9_set2	IT047	LB	28		48 well microplate; Tecan Infinite F200	Aerobic	Liquid	orbital	Aluminum chloride hydrate	mM	5										961	"B5,B6"		
Keio	set2IT048	benzoic 0.58 mg/ml	6/30/2014 Keio_ML9_set2	144	1017300	0	693021	692327	115	194	182.7202428	0.169445439	0.208813223	0.662154063	0.643203091	0.126179741	0.001046838	0.062256404	1.44984981	stress	LB with benzoic acid 0.58 mg/ml	Keio_ML9	Kelly	6/30/14	Keio_ML9_set2	IT048	LB	28		48 well microplate; Tecan Infinite F200	Aerobic	Liquid	orbital	benzoic acid	mg/ml	0.58										961	"C7,C8"		
Keio	set2IT049	Bacitracin 0.5 mg/ml	6/30/2014 Keio_ML9_set2	145	1054691	0	719271	718386	119	194	189.5977831	0.307472011	0.218400521	0.643460823	0.643203091	0.176371206	0.014684918	0.038250699	3.346501357	stress	LB with Bacitracin 0.5 mg/ml	Keio_ML9	Kelly	6/30/14	Keio_ML9_set2	IT049	LB	28		48 well microplate; Tecan Infinite F200	Aerobic	Liquid	orbital	Bacitracin	mg/ml	0.5										961	"D7,D8"		
Keio	set2IT050	Bacitracin 1 mg/ml	6/30/2014 Keio_ML9_set2	146	1021323	0	697030	694101	76	194	183.1884402	0.369810418	0.313377509	0.702860516	0.643203091	0.173327668	0.031546791	0.027879919	9.841919397	stress	LB with Bacitracin 1 mg/ml	Keio_ML9	Kelly	6/30/14	Keio_ML9_set2	IT050	LB	28		48 well microplate; Tecan Infinite F200	Aerobic	Liquid	orbital	Bacitracin	mg/ml	1										961	"E1,E2"		
